2025-07-15 01:44:07 | INFO | app.core.middleware:dispatch:54 - 开始请求: OPTIONS http://localhost:8000/api/v1/users?limit=10
2025-07-15 01:44:07 | INFO | app.core.middleware:dispatch:62 - 完成请求: OPTIONS http://localhost:8000/api/v1/users?limit=10 - 状态码: 200 - 耗时: 0.0752秒
2025-07-15 01:44:07 | INFO | app.core.middleware:dispatch:54 - 开始请求: GET http://localhost:8000/api/v1/users?limit=10
2025-07-15 01:44:07 | INFO | app.core.middleware:dispatch:62 - 完成请求: GET http://localhost:8000/api/v1/users?limit=10 - 状态码: 307 - 耗时: 0.0119秒
2025-07-15 01:44:07 | INFO | app.core.middleware:dispatch:54 - 开始请求: OPTIONS http://localhost:8000/api/v1/users/?limit=10
2025-07-15 01:44:07 | INFO | app.core.middleware:dispatch:62 - 完成请求: OPTIONS http://localhost:8000/api/v1/users/?limit=10 - 状态码: 200 - 耗时: 0.0008秒
2025-07-15 01:44:07 | INFO | app.core.middleware:dispatch:54 - 开始请求: GET http://localhost:8000/api/v1/users/?limit=10
2025-07-15 01:44:07 | INFO | app.core.middleware:dispatch:62 - 完成请求: GET http://localhost:8000/api/v1/users/?limit=10 - 状态码: 200 - 耗时: 0.3421秒
2025-07-15 01:44:12 | INFO | app.core.middleware:dispatch:54 - 开始请求: OPTIONS http://localhost:8000/api/v1/cases?limit=1000
2025-07-15 01:44:12 | INFO | app.core.middleware:dispatch:62 - 完成请求: OPTIONS http://localhost:8000/api/v1/cases?limit=1000 - 状态码: 200 - 耗时: 0.0147秒
2025-07-15 01:44:12 | INFO | app.core.middleware:dispatch:54 - 开始请求: GET http://localhost:8000/api/v1/cases?limit=1000
2025-07-15 01:44:12 | INFO | app.core.middleware:dispatch:62 - 完成请求: GET http://localhost:8000/api/v1/cases?limit=1000 - 状态码: 307 - 耗时: 0.0025秒
2025-07-15 01:44:12 | INFO | app.core.middleware:dispatch:54 - 开始请求: OPTIONS http://localhost:8000/api/v1/cases/?limit=1000
2025-07-15 01:44:12 | INFO | app.core.middleware:dispatch:62 - 完成请求: OPTIONS http://localhost:8000/api/v1/cases/?limit=1000 - 状态码: 200 - 耗时: 0.0018秒
2025-07-15 01:44:12 | INFO | app.core.middleware:dispatch:54 - 开始请求: GET http://localhost:8000/api/v1/cases/?limit=1000
2025-07-15 01:44:12 | INFO | app.core.middleware:dispatch:62 - 完成请求: GET http://localhost:8000/api/v1/cases/?limit=1000 - 状态码: 200 - 耗时: 0.3850秒
2025-07-15 01:44:24 | INFO | app.core.middleware:dispatch:54 - 开始请求: OPTIONS http://localhost:8000/api/v1/evidences/batch-with-classification
2025-07-15 01:44:24 | INFO | app.core.middleware:dispatch:62 - 完成请求: OPTIONS http://localhost:8000/api/v1/evidences/batch-with-classification - 状态码: 200 - 耗时: 0.0147秒
2025-07-15 01:44:24 | INFO | app.core.middleware:dispatch:54 - 开始请求: POST http://localhost:8000/api/v1/evidences/batch-with-classification
2025-07-15 01:44:25 | INFO | app.evidences.routers:batch_create_evidences_with_classification:271 - 接收批量创建证据+分类请求: 案件ID=1, 文件数量=2
2025-07-15 01:44:25 | INFO | app.evidences.routers:batch_create_evidences_with_classification:302 - 开始批量创建证据+分类: 案件ID=1, 文件数量=2
2025-07-15 01:44:25 | INFO | app.evidences.services:batch_create:225 - 开始批量创建证据: 案件ID=1, 文件数量=2
2025-07-15 01:44:25 | DEBUG | app.evidences.services:batch_create:230 - 处理第1个文件: 发票.png, 大小: 181542
2025-07-15 01:44:25 | DEBUG | app.evidences.services:upload_file:37 - 开始上传文件: 发票.png
2025-07-15 01:44:25 | DEBUG | app.evidences.services:upload_file:42 - 文件扩展名: png
2025-07-15 01:44:25 | DEBUG | app.evidences.services:upload_file:55 - 存储文件夹: images
2025-07-15 01:44:25 | DEBUG | app.evidences.services:upload_file:61 - 文件大小: 181542 字节
2025-07-15 01:44:25 | DEBUG | app.evidences.services:upload_file:72 - 开始上传文件到COS: 发票.png, disposition=inline
2025-07-15 01:44:25 | DEBUG | app.integrations.cos:upload_file:39 - COS服务开始上传文件: 发票.png, 文件夹: images
2025-07-15 01:44:25 | DEBUG | app.integrations.cos:upload_file:57 - 文件大小: 181542 字节
2025-07-15 01:44:25 | DEBUG | app.integrations.cos:upload_file:81 - 生成唯一文件名: 20250715014425_发票.png
2025-07-15 01:44:25 | DEBUG | app.integrations.cos:upload_file:88 - 对象键: images/20250715014425_发票.png
2025-07-15 01:44:25 | DEBUG | app.integrations.cos:upload_file:95 - 开始上传到COS: Bucket=hui-ai-lawyer-1309488351, Key=images/20250715014425_发票.png, disposition=inline
2025-07-15 01:44:26 | DEBUG | app.integrations.cos:upload_file:105 - COS上传成功: images/20250715014425_发票.png
2025-07-15 01:44:26 | DEBUG | app.integrations.cos:upload_file:109 - 生成文件URL: https://hui-ai-lawyer-1309488351.cos.ap-guangzhou.myqcloud.com/images/20250715014425_发票.png
2025-07-15 01:44:26 | DEBUG | app.evidences.services:upload_file:74 - 文件上传成功: 发票.png, URL: https://hui-ai-lawyer-1309488351.cos.ap-guangzhou.myqcloud.com/images/20250715014425_发票.png
2025-07-15 01:44:26 | DEBUG | app.evidences.services:batch_create:234 - 文件上传成功: 发票.png, URL: https://hui-ai-lawyer-1309488351.cos.ap-guangzhou.myqcloud.com/images/20250715014425_发票.png
2025-07-15 01:44:26 | DEBUG | app.evidences.services:batch_create:248 - 证据对象创建成功: 发票.png
2025-07-15 01:44:26 | DEBUG | app.evidences.services:batch_create:230 - 处理第2个文件: 身份证正面.png, 大小: 347913
2025-07-15 01:44:26 | DEBUG | app.evidences.services:upload_file:37 - 开始上传文件: 身份证正面.png
2025-07-15 01:44:26 | DEBUG | app.evidences.services:upload_file:42 - 文件扩展名: png
2025-07-15 01:44:26 | DEBUG | app.evidences.services:upload_file:55 - 存储文件夹: images
2025-07-15 01:44:26 | DEBUG | app.evidences.services:upload_file:61 - 文件大小: 347913 字节
2025-07-15 01:44:26 | DEBUG | app.evidences.services:upload_file:72 - 开始上传文件到COS: 身份证正面.png, disposition=inline
2025-07-15 01:44:26 | DEBUG | app.integrations.cos:upload_file:39 - COS服务开始上传文件: 身份证正面.png, 文件夹: images
2025-07-15 01:44:26 | DEBUG | app.integrations.cos:upload_file:57 - 文件大小: 347913 字节
2025-07-15 01:44:26 | DEBUG | app.integrations.cos:upload_file:81 - 生成唯一文件名: 20250715014426_身份证正面.png
2025-07-15 01:44:26 | DEBUG | app.integrations.cos:upload_file:88 - 对象键: images/20250715014426_身份证正面.png
2025-07-15 01:44:26 | DEBUG | app.integrations.cos:upload_file:95 - 开始上传到COS: Bucket=hui-ai-lawyer-1309488351, Key=images/20250715014426_身份证正面.png, disposition=inline
2025-07-15 01:44:26 | DEBUG | app.integrations.cos:upload_file:105 - COS上传成功: images/20250715014426_身份证正面.png
2025-07-15 01:44:26 | DEBUG | app.integrations.cos:upload_file:109 - 生成文件URL: https://hui-ai-lawyer-1309488351.cos.ap-guangzhou.myqcloud.com/images/20250715014426_身份证正面.png
2025-07-15 01:44:26 | DEBUG | app.evidences.services:upload_file:74 - 文件上传成功: 身份证正面.png, URL: https://hui-ai-lawyer-1309488351.cos.ap-guangzhou.myqcloud.com/images/20250715014426_身份证正面.png
2025-07-15 01:44:26 | DEBUG | app.evidences.services:batch_create:234 - 文件上传成功: 身份证正面.png, URL: https://hui-ai-lawyer-1309488351.cos.ap-guangzhou.myqcloud.com/images/20250715014426_身份证正面.png
2025-07-15 01:44:26 | DEBUG | app.evidences.services:batch_create:248 - 证据对象创建成功: 身份证正面.png
2025-07-15 01:44:26 | INFO | app.evidences.services:batch_create:260 - 成功提交2个证据到数据库
2025-07-15 01:44:26 | DEBUG | app.integrations.cos:upload_file:39 - COS服务开始上传文件: 发票.png, 文件夹: images
2025-07-15 01:44:26 | DEBUG | app.integrations.cos:upload_file:57 - 文件大小: 181542 字节
2025-07-15 01:44:26 | DEBUG | app.integrations.cos:upload_file:81 - 生成唯一文件名: 20250715014426_发票.png
2025-07-15 01:44:26 | DEBUG | app.integrations.cos:upload_file:88 - 对象键: images/20250715014426_发票.png
2025-07-15 01:44:26 | DEBUG | app.integrations.cos:upload_file:95 - 开始上传到COS: Bucket=hui-ai-lawyer-1309488351, Key=images/20250715014426_发票.png, disposition=inline
2025-07-15 01:44:26 | DEBUG | app.integrations.cos:upload_file:105 - COS上传成功: images/20250715014426_发票.png
2025-07-15 01:44:26 | DEBUG | app.integrations.cos:upload_file:109 - 生成文件URL: https://hui-ai-lawyer-1309488351.cos.ap-guangzhou.myqcloud.com/images/20250715014426_发票.png
2025-07-15 01:44:26 | DEBUG | app.integrations.cos:upload_file:39 - COS服务开始上传文件: 身份证正面.png, 文件夹: images
2025-07-15 01:44:26 | DEBUG | app.integrations.cos:upload_file:57 - 文件大小: 347913 字节
2025-07-15 01:44:26 | DEBUG | app.integrations.cos:upload_file:81 - 生成唯一文件名: 20250715014426_身份证正面.png
2025-07-15 01:44:26 | DEBUG | app.integrations.cos:upload_file:88 - 对象键: images/20250715014426_身份证正面.png
2025-07-15 01:44:26 | DEBUG | app.integrations.cos:upload_file:95 - 开始上传到COS: Bucket=hui-ai-lawyer-1309488351, Key=images/20250715014426_身份证正面.png, disposition=inline
2025-07-15 01:44:26 | DEBUG | app.integrations.cos:upload_file:105 - COS上传成功: images/20250715014426_身份证正面.png
2025-07-15 01:44:26 | DEBUG | app.integrations.cos:upload_file:109 - 生成文件URL: https://hui-ai-lawyer-1309488351.cos.ap-guangzhou.myqcloud.com/images/20250715014426_身份证正面.png
2025-07-15 01:44:54 | INFO | app.evidences.services:batch_create_with_classification:355 - 成功完成2个证据的上传和分类
2025-07-15 01:44:54 | INFO | app.evidences.routers:batch_create_evidences_with_classification:313 - 批量创建证据+分类成功: 成功数量=2
2025-07-15 01:44:54 | INFO | app.core.middleware:dispatch:62 - 完成请求: POST http://localhost:8000/api/v1/evidences/batch-with-classification - 状态码: 201 - 耗时: 29.4661秒
2025-07-15 01:44:54 | INFO | app.core.middleware:dispatch:54 - 开始请求: OPTIONS http://localhost:8000/api/v1/evidences?limit=10
2025-07-15 01:44:54 | INFO | app.core.middleware:dispatch:62 - 完成请求: OPTIONS http://localhost:8000/api/v1/evidences?limit=10 - 状态码: 200 - 耗时: 0.0015秒
2025-07-15 01:44:54 | INFO | app.core.middleware:dispatch:54 - 开始请求: GET http://localhost:8000/api/v1/evidences?limit=10
2025-07-15 01:44:54 | INFO | app.core.middleware:dispatch:62 - 完成请求: GET http://localhost:8000/api/v1/evidences?limit=10 - 状态码: 307 - 耗时: 0.0016秒
2025-07-15 01:44:54 | INFO | app.core.middleware:dispatch:54 - 开始请求: OPTIONS http://localhost:8000/api/v1/evidences/?limit=10
2025-07-15 01:44:54 | INFO | app.core.middleware:dispatch:62 - 完成请求: OPTIONS http://localhost:8000/api/v1/evidences/?limit=10 - 状态码: 200 - 耗时: 0.0006秒
2025-07-15 01:44:54 | INFO | app.core.middleware:dispatch:54 - 开始请求: GET http://localhost:8000/api/v1/evidences/?limit=10
2025-07-15 01:44:54 | INFO | app.core.middleware:dispatch:62 - 完成请求: GET http://localhost:8000/api/v1/evidences/?limit=10 - 状态码: 200 - 耗时: 0.0715秒
2025-07-15 01:45:02 | INFO | app.core.middleware:dispatch:54 - 开始请求: GET http://localhost:8000/api/v1/users?limit=10
